Label;Text
neutral;could you please talk slower?
neutral;Thank you. That helps a lot.
neutral;How do you spell that?
neutral;it's ok
neutral;I don't care
neutral;Can you give me more information?
neutral;Can you give me more information about this product?
neutral;where are you from?
neutral;What do you do ?
neutral;what do you like to do in your free time?
neutral;What's your phone number?
neutral;How can I help you?
neutral;I'll be with you in a moment.
neutral;What time is our meeting?
neutral;Oh, ok. I'll have to look at the schedule again.
neutral;Did you finish the reports?
neutral;I'm just about to send those faxes.
neutral;Please call me back
neutral;I work at the university as a financial specialist.
neutral;What do you mean?
neutral;How's this?
neutral;Could you talk more slowly?
neutral;You can give us a call any weekday
neutral;Actually, I am running a bit behind, but they'll be done by noon!
neutral;Do you want anything?
neutral;I'm about to go and pick up some coffee
neutral;What said.
neutral;I didn't today... Must mean I need to take another trip!
neutral;Really missed a prime opportunity.
neutral;do you miss me? Don't worry we'll be together very soon.
neutral;Are the hours of operation for the Club that are posted online current?
neutral;plz help me win my bid upgrade for my flight 
neutral;I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires?
neutral;are flights leaving Dallas for Seattle on time Feb 24?
neutral;All were entertaining
neutral;"Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks."
neutral;wish you flew out of Atlanta... Soon?
neutral;Will flights be leaving Dallas for LA on February 24th?
neutral; let us know what you think?
neutral;Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?
neutral;Or watch some of the best student films in the country 
neutral;Yeah you know me
neutral;hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?
neutral;why is flight redirected?
neutral;check out new music
neutral;Changed to 24th due weather. Looks like flight still on?
neutral;is flight Cancelled Flightled and what do I do if it is?
neutral;has flight number 276 from SFO to Cabo San Lucas arrived yet?
neutral;Is Flight definitely Cancelled Flightled for Monday, February 23?
neutral;Is flight on time?
neutral;Plans to Include Austin to its Dallas Route
neutral;Listen to my show my on Monday
neutral;I'd love to know what your policy is for damaged luggage.
neutral;can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 
neutral;If only you guys had flights from CMH.
neutral; Can you help me find which airport my plane headed to next?
neutral;You've met your match.Got status on another airline? 
neutral;Just sent you a DM to help me!
neutral;any updates on flight 413 from Jfk 
neutral;any plans to start flying direct from DAL to LAS?
neutral;you know I'm flying virgin for the fight
neutral;When are you guys going to start flying to Paris?
neutral; what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.
neutral;I think i left something on the plane yesterday. who do i call...ah!
neutral;I need you to follow back in order to DM.
neutral;Need to start flying to Airport 
neutral; they told to check with the airline regulation first so that is why I contacted you.
neutral; what is your policy on flying after surgery?
neutral;posts second consecutive full-year net profit 
neutral;I was wondering if you guys received my application.
neutral;check the website before you go to the airport!
neutral;pilot says we expect a choppy landing in NYC due to some gusty winds temperature of about 5 degrees 
neutral;is saving my sanity right now
neutral; missed my flight. How does standby work?
neutral;brought it all the way across the country today I see 
neutral;are you ready!? 
neutral;can u help this needs urgent treatment
neutral;may start service to Hawaii this year 
neutral;add DTW and I'm sold!
neutral;please contact me about portfolio left on flight. Need it returned. 
neutral;help. I was On  Flight  27 . Need it back!!
neutral;is my new go to airline
neutral;Flight Booking Problems flight to uphold my status match.  
neutral;Do taxes on ticket count as earned status points? 
neutral;Can you help? Left my blazer in.
neutral;Checkout as mobile payment method to help boost mobile conversion rates 
neutral; i would like help with some flights please.
neutral;Turn down for what.
neutral;Just needs a cabaret singer.  Think about it!
neutral;Done, but I need the receipt ASAP. Could you please help? 
neutral;I just did, how can I DM? Do u have to also add me?
neutral;I need a receipt for a flight change. Can you send one?
neutral;when are you flying to hawaii
neutral;announced New Route to Austin
neutral;If only you guys were starting those flights at the end of the month!
neutral; Really? 
neutral; You should still develop an app 
neutral;no A's channel this year?
neutral;How do I integrate?
neutral;is helping me step up my game! 
neutral;announces new nonstop connecting 
neutral;can you tweet me the Cancelled Flight? or can I rebook under one of your affiliates? 
neutral;Now, when will we see VirginAmerica come to Philadelphia.
neutral;don't forget about us here
neutral;please add more frequency to PDX Portland
neutral;can u help with flights
neutral;does Virgin America fly direct from Seattle to NYC or Boston?
neutral;Please come to Minneapolis!
neutral;do you have an application for iOS?
neutral;On all your flights?
neutral;how come ABC is the only one of the network channels you don't have?
neutral;we'll do the very least we can to accommodate you!
neutral;should use this in their next airline commercial 
neutral; Any way to change flight without paying a change fee penalty?
neutral;Can you give me Silver Status for 12 months?
neutral;Are there any sign up bonuses to enroll in Elevate?
neutral;morning. If I have a question regarding elevate points
neutral;still waiting to see
neutral;Book out of town with fares
neutral; I understand
neutral;How long do we have to be at airport for before departure for both international and domestic? 
neutral;why not? Is it a law or a policy?
neutral;no I don't, but I'm sure United have my info on its system.
neutral;Just submitted my response on the link you sent.
neutral;Do I need to use a Chase United Club pass?
neutral;what am I suppose to do with that number?
neutral;I did not use it.
neutral;that's right- with an overnight Miami.
neutral;Will they have to claim. Or will it be taken care of?
neutral;I am trying to find out
neutral;i give you the details
neutral;Will also let them know the overhead.
neutral; I will contact customer care upon our return from Australia.
neutral;Cancelled Flighted our flight
neutral;It was last night.
neutral;I already knew te info
neutral;is there an email address I can reach? Too long for a DM.
neutral;So do I need to book two one ways in order for her to fly as an unaccompanied minor?
neutral; I guess that's too much ask, huh?
neutral;all should probably work on that.
neutral;yes please! Trying to get to POP now....
neutral;I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours?
neutral;can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?
neutral;Done and done
neutral;I've filed the claim but have no way of calling for updates. Is there another way to do this?
neutral;Please let me know what else you need. Thx
neutral; keep me updated. Let me know that the bags make the flight to j-burg
neutral;I would like to know what's going on before his current flight lands.
neutral;What is your local United Airlines here in Kuala Lumpur?
neutral;I send you an urgent message via service
neutral;I sent in my feedback.  Thank you.
neutral;yes I do.
neutral;what time does check in open for flight UA80 from Manchester to Newark today ?
neutral;sent
neutral; Can you help?
neutral;I sent the message. Let me know ASAP.
neutral;i understand, thanks
neutral; Have an existing confirmation 
neutral;Need to add child to reservation.
neutral;I hope so too
neutral;where is my flight voucher?
neutral; Did anyone find it?
neutral; Do you have any flights?
neutral;hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?
neutral;can you assist with current flight status tomorrow?
